bookid,authid
119371,63126
119372,16586
119373,19364
119374,69101
119375,81952
119376,35053
119377,7297
119378,71843
119379,29680
119380,25605
119381,20183
119382,2788
119383,79768
119384,27620
119385,92146
119386,73422
119387,94878
119388,41054
119389,95776
119390,7602
119391,89259
119392,27359
119393,74496
119394,88153
119395,45739
119396,8276
119397,27466
119398,67442
119399,21516
119400,58176
119401,19516
119402,35284
119403,97906
119404,84081
119405,732
119406,49326
119407,74501
119408,65694
119409,92095
119410,29295
119411,27479
119412,47160
119413,44115
119414,62744
119415,70946
119416,92623
119417,66125
119418,96680
119419,21516
119420,87059
119421,50011
119422,58207
119423,97327
119424,51494
119425,20845
119426,30053
119427,14976
119428,27144
119429,63095
119430,24968
119431,2608
119432,44377
119433,9105
119434,100321
119435,14203
119436,69742
119437,54215
119438,33652
119439,46535
119440,9254
119441,93209
119442,52912
119443,64999
119444,85469
119445,88793
119446,54308
119447,88793
119448,43513
119449,42441
119450,44589
119451,13171
119452,383
119453,101374
119454,42771
119455,57870
119456,24261
119457,6627
119458,84371
119459,49746
119460,97746
119461,84282
119462,66435
119463,46818
119464,12574
119465,45767
119466,81640
119467,49768
119468,79559
119469,78286
119470,60909
119471,6127
119472,44336
119473,17328
119474,98045
119475,45075
119476,78811
119477,29969
119478,101074
119479,90059
119480,34001
119481,10350
119482,25803
119483,35783
119484,10350
119485,28217
119486,68517
119487,16713
119488,41265
119489,41507
119490,86111
119491,35428
119492,55233
119493,36828
119494,88552
119495,93638
119496,67069
119497,2418
119498,48989
119499,24525
119500,78987
119501,16779
119502,46843
119503,20238
119504,80715
119505,90992
119506,91034
119507,18624
119508,17728
119509,90555
119510,32972
119511,81073
119512,81073
119513,67646
119514,22995
119515,19698
119516,63179
119517,100375
119518,34129
119519,59682
119520,35018
119521,71845
119522,76129
119523,80949
119524,76332
119525,101708
119526,25907
119527,84466
119528,54346
119529,65485
119530,47374
119531,6303
119532,51620
119533,88849
119534,33681
119535,79180
119536,99366
119537,93214
119538,91107
119539,35097
119540,100005
119541,17718
119542,55082
119543,30951
119544,40749
119545,49576
119546,76166
119547,70722
119548,97980
119549,68893
119550,30432
119551,3079
119552,65327
119553,37211
119554,58713
119555,14421
119556,49343
119557,15682
119558,30560
119559,14421
119560,54047
119561,30560
119562,54047
119563,30560
119564,34414
119565,30560
119566,30560
119567,30560
119568,30560
119569,30560
119570,77660
119571,15164
119572,41799
119573,91382
119574,30525
119575,27385
119576,30796
119577,78116
119578,17126
119579,91105
119580,27950
119581,17175
119582,37937
119583,53608
119584,97710
119585,54133
119586,78355
119587,82189
119588,70512
119589,95484
119590,67456
119591,99638
119592,95385
119593,78589
119594,7621
119595,82038
119596,14622
119597,101302
119598,69423
119599,51034
119600,78316
119601,60438
119602,46486
119603,49749
119604,6279
119605,94471
119606,25605
119607,45695
119608,71195
119609,57129
119610,20584
119611,8878
119612,61159
119613,8668
119614,65100
119615,38614
119616,51146
119617,14852
119618,5528
119619,14843
119620,55424
119621,33713
119622,74584
119623,58923
119624,17424
119625,17424
119626,95205
119627,14421
119628,24700
119629,36230
119630,68228
119631,10011
119632,48723
119633,58098
119634,28303
119635,18684
119636,12346
119637,86662
119638,34760
119639,43921
119640,26160
119641,3240
119642,45675
119643,62553
119644,37807
119645,38640
119646,64723
119647,30051
119648,45074
119649,17358
119650,30891
119651,812
119652,17281
119653,79632
119654,99254
119655,99830
119656,7924
119657,7918
119658,20803
119659,16679
119660,46199
119661,100957
119662,95369
119663,96649
119664,62714
119665,71614
119666,92855
119667,47842
119668,43758
119669,6398
119670,22421
119671,44921
119672,1087
119673,49335
119674,21522
119675,21522
119676,92732
119677,3812
119678,77899
119679,91316
119680,7761
119681,58679
119682,94037
119683,50437
119684,67471
119685,42895
119686,38162
119687,91128
119688,80857
119689,41587
119690,68823
119691,27511
119692,33239
119693,13027
119694,28360
119695,17918
119696,46322
119697,86382
119698,20808
119699,7732
119700,94969
119701,7465
119702,69536
119703,26993
119704,81198
119705,10905
119706,61405
119707,81198
119708,2329
119709,73863
119710,81198
119711,74233
119712,79632
119713,81198
119714,82161
119715,81198
119716,81198
119717,79632
119718,81198
119719,38567
119720,55370
119721,74370
119722,8433
119723,81736
119724,74804
119725,37918
119726,20180
119727,81954
119728,60754
119729,23866
119730,98899
119731,53648
119732,1592
119733,44189
119734,1943
119735,81858
119736,1087
119737,14409
119738,9495
119739,48976
119740,65327
119741,36763
119742,90968
119743,13038
119744,31554
119745,55249
119746,48501
119747,95328
119748,78806
119749,56075
119750,91119
119751,21580
119752,5940
119753,66359
119754,74233
119755,101791
119756,43613
119757,56976
119758,92114
119759,46896
119760,67139
119761,26471
119762,83661
119763,48168
119764,50045
119765,72707
119766,92231
119767,65633
119768,88935
119769,58490
119770,100222
119771,56075
119772,89785
119773,45402
119774,100896
119775,71731
119776,95636
119777,8469
119778,41482
119779,33970
119780,41006
119781,33901
119782,28915
119783,14240
119784,19980
119785,17702
119786,75419
119787,39480
119788,22140
119789,21147
119790,75912
119791,83956
119792,26223
119793,78171
119794,76929
119795,19802
119796,96485
119797,11068
119798,17389
119799,90289
119800,20956
119801,93193
119802,25789
119803,62450
119804,29807
119805,838
119806,64858
119807,46681
119808,40979
119809,99090
119810,92844
119811,52682
119812,80274
119813,13496
119814,92912
119815,26898
119816,63126
119817,79275
119818,64874
119819,62332
119820,54031
119821,57303
119822,7334
119823,80532
119824,61339
119825,60826
119826,88814
119827,5516
119828,88814
119829,88814
119830,19081
119831,45944
119832,41130
119833,66434
119834,101999
119835,37879
119836,15722
119837,99657
119838,12924
119839,36262
119840,26710
119841,17312
119842,68019
119843,92970
119844,28021
119845,65580
119846,7503
119847,51573
119848,62717
119849,86503
119850,54909
119851,66452
119852,52236
119853,22711
119854,20652
119855,52237
119856,64174
119857,61523
119858,48943
119859,4684
119860,50620
119861,72071
119862,34661
119863,92904
119864,32563
119865,38238
119866,60503
119867,15880
119868,16757
119869,61614
119870,59697
119871,59858
119872,16385
119873,16385
119874,52775
119875,4209
119876,9165
119877,34426
119878,34143
119879,43728
119880,96706
119881,60115
119882,85100
119883,95812
119884,28659
119885,69190
119886,2024
119887,83200
119888,7560
119889,17389
119890,39061
119891,29188
119892,60096
119893,8237
119894,46299
119895,29482
119896,9846
119897,99827
119898,46836
119899,5735
119900,26264
119901,92870
119902,96807
119903,4249
119904,28258
119905,21604
119906,36360
119907,51823
119908,99556
119909,64216
119910,51823
119911,27299
119912,27299
119913,27299
119914,15831
119915,58536
119916,48989
119917,86546
119918,29968
119919,53475
119920,75490
119921,22689
119922,101400
119923,94194
119924,8948
119925,17568
119926,30031
119927,61150
119928,22329
119929,50751
119930,80023
119931,64077
119932,3478
119933,90552
119934,21604
119935,10398
119936,71796
119937,14102
119938,63623
119939,32823
119940,55238
119941,86783
119942,76682
119943,46766
119944,46766
119945,46766
119946,67284
119947,21752
119948,97521
119949,26717
119950,30386
119951,59439
119952,4690
119953,73053
119954,47155
119955,5633
119956,7599
119957,25498
119958,9092
119959,39627
119960,85453
119961,55082
119962,57794
119963,71660
119964,18853
119965,100130
119966,55855
119967,58980
119968,92350
119969,78636
119970,13775
119971,87964
119972,28505
119973,83425
119974,28557
119975,71075
119976,60676
119977,69884
119978,92857
119979,27627
119980,51901
119981,98427
119982,35005
119983,4678
119984,61612
119985,92609
119986,45975
119987,58316
119988,75309
119989,40003
119990,8977
119991,7213
119992,8977
119993,56050
119994,52174
119995,74147
119996,54886
119997,55784
119998,68304
119999,41580
120000,27238
120001,34376
120002,48498
120003,5580
120004,23377
120005,58978
120006,51004
120007,71423
120008,53959
120009,79587
120010,9636
120011,5644
120012,21010
120013,9042
120014,58925
120015,63277
120016,61500
120017,27238
120018,50491
120019,27238
120020,96832
120021,27238
120022,62556
120023,93208
120024,95679
120025,92600
120026,97317
120027,94901
120028,85488
120029,41743
120030,72783
120031,48182
120032,82463
120033,51993
120034,28311
120035,88679
120036,88244
120037,1343
120038,60781
120039,52131
120040,71693
120041,26838
120042,33032
120043,26838
120044,46376
120045,71546
120046,61254
120047,81292
120048,86717
120049,89814
120050,95307
120051,473
120052,42275
120053,89731
120054,70012
120055,43101
120056,7554
120057,21275
120058,64446
120059,7923
120060,94842
120061,90890
120062,31344
120063,30850
120064,21854
120065,27924
120066,72171
120067,8948
120068,39117
120069,85178
120070,65074
120071,68361
120072,1960
120073,47452
120074,84397
120075,24112
120076,35721
120077,49897
120078,82364
120079,59827
120080,55368
120081,87641
120082,55264
120083,68947
120084,60261
120085,82757
120086,51830
120087,53018
120088,53018
120089,30525
120090,54052
120091,75455
120092,71687
120093,27851
120094,67504
120095,32591
120096,35195
120097,63548
120098,82925
120099,58418
120100,61684
120101,80535
120102,96308
120103,17170
120104,8572
120105,54071
120106,11041
120107,21208
120108,58051
120109,19899
120110,78528
120111,9535
120112,20858
120113,22281
120114,57874
120115,20778
120116,85666
120117,19242
120118,35218
120119,29890
120120,4272
120121,6110
120122,21339
120123,88500
120124,46818
120125,88346
120126,29853
120127,74416
120128,59049
120129,25893
120130,56447
120131,58023
120132,92553
120133,14980
120134,64089
120135,35960
120136,50045
120137,87828
120138,32793
120139,72876
120140,60113
120141,14279
120142,5765
120143,67083
120144,100133
120145,64118
120146,63362
120147,95895
120148,55281
120149,10505
120150,72710
120151,3188
120152,33030
120153,61339
120154,101361
120155,67034
120156,42264
120157,67341
120158,53739
120159,70529
120160,77215
120161,82689
120162,65735
120163,38170
120164,98431
120165,87629
120166,44475
120167,76931
120168,52082
120169,62187
120170,44514
120171,59824
120172,45937
120173,85214
120174,78251
120175,65963
120176,73779
120177,100454
120178,100723
120179,67061
120180,60053
120181,79556
120182,13496
120183,59230
120184,69356
120185,73627
120186,21974
120187,71252
120188,1405
120189,69837
120190,91341
120191,40942
120192,52959
120193,97988
120194,82200
120195,57252
120196,5155
120197,2830
120198,64691
120199,28005
120200,50787
120201,74325
120202,95854
120203,36763
120204,34902
120205,65473
120206,6698
120207,90344
120208,91223
120209,91223
120210,91223
120211,91223
120212,57917
120213,67250
120214,34925
120215,41836
120216,84082
120217,92283
120218,10364
120219,83753
120220,101946
120221,33491
120222,33491
120223,96171
120224,2584
120225,-31206
120226,69152
120227,19250
120228,72977
120229,72977
120230,72977
120231,74432
120232,97980
120233,41317
120234,62946
120235,37806
120236,69893
120237,2201
120238,41317
120239,35655
120240,37466
120241,78744
120242,18493
120243,78744
120244,2201
120245,1963
120246,26924
120247,22003
120248,86623
120249,80961
120250,80961
120251,22003
120252,67147
120253,22003
120254,17064
120255,17064
120256,17220
120257,15341
120258,90518
120259,13622
120260,21999
120261,13621
120262,34156
120263,53375
120264,10226
120265,64691
120266,64691
120267,64691
120268,73607
120269,92283
120270,1307
120271,97126
120272,27034
120273,60453
120274,75498
120275,84860
120276,80671
120277,97689
120278,31635
120279,36695
120280,89794
120281,97708
120282,62664
120283,7186
120284,11005
120285,71637
120286,78474
120287,8698
120288,29602
120289,78718
120290,45117
120291,96108
120292,74830
120293,31734
120294,96108
120295,96108
120296,37269
120297,89884
120298,83596
120299,8104
120300,22186
120301,98561
120302,90872
120303,89632
120304,21534
120305,13540
120306,8698
120307,32558
120308,24525
120309,99587
120310,-5706
120311,82200
120312,52328
120313,48691
120314,11652
120315,57121
120316,60307
120317,94559
120318,32049
120319,63754
120320,38261
120321,8548
120322,29849
120323,98528
120324,28741
120325,96006
120326,2794
120327,42507
120328,54500
120329,13167
120330,90488
120331,21550
120332,23322
120333,55940
120334,55721
120335,87197
120336,14551
120337,64279
120338,10638
120339,77882
120340,91739
120341,82233
120342,24469
120343,41568
120344,96499
120345,32121
120346,8980
120347,78649
120348,54152
120349,50471
120350,28332
120351,88921
120352,3731
120353,6169
120354,6782
120355,53347
120356,42670
120357,49625
120358,19047
120359,354
120360,264
120361,12
120362,26205
120363,83010
120364,43730
120365,21622
120366,26317
120367,55974
120368,18885
120369,48643
120370,37703
120371,45582
120372,28948
120373,5783
120374,20136
120375,31353
120376,73267
120377,82650
120378,10556
120379,73088
120380,93301
120381,59333
120382,53667
120383,78831
120384,45935
120385,31602
120386,55667
120387,30994
120388,81598
120389,25493
120390,67504
120391,91138
120392,30894
120393,45757
120394,83308
120395,21841
120396,23253
120397,60882
120398,32312
120399,38759
120400,86304
120401,29739
120402,26550
120403,93090
120404,92212
120405,13559
120406,15153
120407,50591
120408,39975
120409,53992
120410,22869
120411,74936
120412,57369
120413,91685
120414,96704
120415,67604
120416,58235
120417,83735
120418,58478
120419,44428
120420,3482
120421,3482
120422,47736
120423,36280
120424,35413
120425,71331
120426,58233
120427,57146
120428,5380
120429,41761
120430,38691
120431,78355
120432,58452
120433,6754
120434,42100
120435,71911
120436,98400
120437,9933
120438,79279
120439,84594
120440,72837
120441,2145
120442,57927
120443,31426
120444,28223
120445,775
120446,54311
120447,64250
120448,97131
120449,11862
120450,99954
120451,58820
120452,56121
120453,97887
120454,29241
120455,41734
120456,76734
120457,72519
120458,74037
120459,69936
120460,72521
120461,51532
120462,26919
120463,775
120464,69729
120465,68402
120466,21277
120467,37562
120468,76829
120469,21234
120470,100935
120471,22672
120472,33592
120473,20393
120474,91022
120475,15953
120476,6421
120477,76075
120478,11666
120479,60328
120480,85719
120481,7831
120482,78121
120483,78121
120484,40750
120485,78121
120486,78121
120487,21183
120488,78121
120489,98126
120490,84330
120491,76281
120492,51607
120493,52926
120494,82196
120495,36005
120496,47833
120497,96717
120498,72158
120499,51008
120500,85446
120501,35609
120502,83175
120503,21637
120504,7911
120505,45256
120506,21203
120507,32390
120508,54021
120509,38985
120510,73235
120511,54578
120512,48945
120513,75690
120514,59275
120515,5462
120516,17219
120517,33007
120518,98204
120519,21228
120520,3985
120521,32868
120522,46575
120523,43433
120524,70654
120525,46331
120526,34223
120527,52198
120528,74171
120529,31066
120530,79895
120531,61576
120532,57510
120533,89008
120534,38585
120535,73138
120536,46672
120537,14005
120538,31620
120539,12616
120540,68663
120541,38767
120542,97753
120543,27791
120544,15065
120545,55312
120546,99194
120547,27433
120548,51508
120549,43484
120550,25808
120551,62825
120552,79688
120553,8162
120554,92883
120555,101509
120556,44469
120557,13031
120558,54430
120559,4530
120560,15159
120561,36195
120562,30332
120563,10568
120564,73133
120565,92216
120566,88617
120567,95139
120568,68314
120569,29588
120570,83559
120571,19084
120572,8466
120573,72678
120574,54801
120575,75049
120576,57788
120577,62620
120578,97491
120579,40998
120580,27795
120581,59681
120582,56281
120583,89222
120584,89223
120585,64123
120586,14013
120587,89222
120588,89222
120589,7893
120590,53378
120591,51916
120592,16611
120593,75049
120594,75397
120595,97554
120596,12362
120597,75663
120598,87654
120599,92470
120600,29001
120601,76862
120602,70617
120603,4410
120604,22025
120605,58120
120606,3412
120607,62728
120608,10273
120609,23323
120610,71305
120611,16131
120612,16131
120613,66156
120614,51869
120615,71231
120616,19631
120617,10193
120618,23112
120619,28154
120620,28196
120621,21875
120622,54669
120623,21581
120624,80917
120625,76138
120626,93141
120627,19361
120628,52045
120629,15866
120630,80782
120631,14146
120632,58583
120633,54283
120634,54847
120635,20888
120636,4331
120637,90762
120638,17387
120639,51823
120640,89625
120641,1932
120642,93021
120643,96496
120644,56665
120645,50951
120646,91446
120647,74926
120648,54389
120649,51807
120650,52198
120651,56402
120652,11948
120653,46432
120654,21591
120655,14005
120656,60508
120657,58444
120658,3141
120659,9165
120660,69645
120661,53321
120662,2199
120663,53581
120664,32598
120665,54038
120666,44741
120667,55954
120668,76894
120669,44391
120670,4332
120671,19014
120672,32889
120673,53601
120674,88171
120675,59609
120676,1677
120677,69113
120678,22253
120679,67504
120680,49593
120681,17082
120682,17069
120683,68475
120684,93119
120685,42199
120686,49695
120687,39325
120688,58033
120689,58811
120690,92145
120691,18181
120692,41276
120693,17109
120694,33870
120695,58418
120696,74735
120697,8767
120698,17553
120699,25856
120700,93286
120701,92035
120702,35321
120703,59470
120704,37464
120705,42866
120706,63562
120707,65669
120708,96365
120709,84737
120710,77129
120711,915
120712,101622
120713,59720
120714,46681
120715,64518
120716,73620
120717,83073
120718,2016
120719,37138
120720,52213
120721,49033
120722,59573
120723,90488
120724,67869
120725,5147
120726,94598
120727,63819
120728,72461
120729,71703
120730,72859
120731,40431
120732,40431
120733,6530
120734,100526
120735,13557
120736,33953
120737,75010
120738,62839
120739,19112
120740,35550
120741,86165
120742,88145
120743,17955
120744,82047
120745,21415
120746,73169
120747,2527
120748,80050
120749,73075
120750,54900
120751,66673
120752,14618
120753,748
120754,29403
120755,37090
120756,67957
120757,94580
120758,68693
120759,83721
120760,37885
120761,46327
120762,34881
120763,12343
120764,49695
120765,88300
120766,89346
120767,97435
120768,10974
120769,63297
120770,54748
120771,84701
120772,70853
120773,28195
120774,87589
120775,46448
120776,6909
120777,53912
120778,62574
120779,96667
120780,84207
120781,89627
120782,33458
120783,51404
120784,86577
120785,68596
120786,70375
120787,31822
120788,40003
120789,83753
120790,84267
120791,20071
120792,1087
120793,1087
120794,28781
120795,61255
120796,66027
120797,7652
120798,34077
120799,36939
120800,65802
120801,34400
120802,93448
120803,93021
120804,17091
120805,14421
120806,53103
120807,5023
120808,31136
120809,3442
120810,92796
120811,27158
120812,28865
120813,101516
120814,92796
120815,87421
120816,66615
120817,39119
120818,72807
120819,67408
120820,63815
120821,1449
120822,30075
120823,4941
120824,24191
120825,53928
120826,90760
120827,90035
120828,84430
120829,56744
120830,44692
120831,37539
120832,35203
120833,91629
120834,49197
120835,2297
120836,94533
120837,71704
120838,89118
120839,6190
120840,54492
120841,96621
120842,50676
120843,71447
120844,78418
120845,42881
120846,84033
120847,57227
120848,49055
120849,100414
120850,95047
120851,53570
120852,81633
120853,11444
120854,17298
120855,80634
120856,59750
120857,9784
120858,23934
120859,45816
120860,25020
120861,86747
120862,96171
120863,79725
120864,36290
120865,66141
120866,29965
120867,75014
120868,55197
120869,64118
120870,92819
120871,90959
120872,73358
120873,12111
120874,15747
120875,92819
120876,48749
120877,62522
120878,14098
120879,101013
120880,64716
120881,101013
120882,101013
120883,65432
120884,42064
120885,90356
120886,92124
120887,92124
120888,39123
120889,91898
120890,41213
120891,22207
120892,88114
120893,62747
120894,46336
120895,10285
120896,78806
120897,77471
120898,85765
120899,27043
120900,81203
120901,47131
120902,13197
120903,71651
120904,37202
120905,67341
120906,81203
120907,52061
120908,39945
120909,58918
120910,88848
120911,37202
120912,35506
120913,61744
120914,59917
120915,85199
120916,85199
120917,34717
120918,33010
120919,33010
120920,61521
120921,94226
120922,16293
120923,47466
120924,42230
120925,40994
120926,40994
120927,73323
120928,5528
120929,53886
120930,24334
120931,64100
120932,28763
120933,54152
120934,12308
120935,12308
120936,12308
120937,38261
120938,75043
120939,37189
120940,70483
120941,55710
120942,62136
120943,81335
120944,74599
120945,92360
120946,91372
120947,53227
120948,16431
120949,70484
120950,47732
120951,54016
120952,89883
120953,5218
120954,63679
120955,92661
120956,70483
120957,59750
120958,73321
120959,17019
120960,34632
120961,7407
120962,17969
120963,27121
120964,10600
120965,98281
120966,95967
120967,83017
120968,57881
120969,53499
120970,86109
120971,66540
120972,88028
120973,52539
120974,5908
120975,13324
120976,56471
120977,26519
120978,19014
120979,43209
120980,27236
120981,60536
120982,21228
120983,95742
120984,54042
120985,66912
120986,94895
120987,8831
120988,72688
120989,72675
120990,24739
120991,4519
120992,60401
120993,91393
120994,98918
120995,94608
120996,66114
120997,90004
120998,98263
120999,98263
121000,62586
121001,7014
121002,77367
121003,76162
121004,15418
121005,8977
121006,27577
121007,92209
121008,54095
121009,52613
121010,41464
121011,47117
121012,47117
121013,70076
121014,97907
121015,6741
121016,78490
121017,89627
121018,85764
121019,50455
121020,100817
121021,55574
121022,29023
121023,63455
121024,33854
121025,95471
121026,74225
121027,23719
121028,96171
121029,71506
121030,29574
121031,59033
121032,88619
121033,96171
121034,65312
121035,-35773
121036,75634
121037,98512
121038,83760
121039,94559
121040,32290
121041,32290
121042,32290
121043,32290
121044,90675
121045,81669
121046,71669
121047,68083
121048,11732
121049,59098
121050,47379
121051,27615
121052,36723
121053,27341
121054,11061
121055,31367
121056,52667
121057,52667
121058,47117
121059,27558
121060,59396
121061,10578
121062,60120
121063,79782
121064,85763
121065,101790
121066,68627
121067,83801
121068,69397
121069,20676
121070,59799
121071,58657
121072,90295
121073,1405
121074,101723
121075,30949
121076,35920
121077,35920
121078,38843
121079,38843
121080,35920
121081,57259
121082,67589
121083,4586
121084,69197
121085,31136
121086,897
121087,28928
121088,53716
121089,99695
121090,35004
121091,42826
121092,50416
121093,23769
121094,72106
121095,43501
121096,55381
121097,62724
121098,38083
121099,66697
121100,28074
121101,30088
121102,33256
121103,70371
121104,78339
121105,88340
121106,80718
121107,49725
121108,101633
121109,39625
121110,95028
121111,67553
121112,73370
121113,6163
121114,40764
121115,67852
121116,23604
121117,83659
121118,43209
121119,42915
121120,11884
121121,14083
121122,18649
121123,49377
121124,3978
121125,21293
121126,81473
121127,19664
121128,99134
121129,58619
121130,57
121131,32965
121132,23782
121133,29159
121134,88440
121135,68855
121136,100641
121137,62589
121138,21335
121139,86973
121140,40994
121141,91931
121142,76976
121143,26861
121144,32191
121145,20061
121146,61135
121147,47281
121148,51390
121149,56369
121150,100024
121151,59925
121152,83107
121153,12195
121154,84984
121155,8078
121156,7888
121157,61405
121158,1471
121159,8525
121160,54215
121161,5023
121162,76085
121163,9352
121164,1549
121165,81995
121166,81995
121167,81995
121168,57333
121169,36928
121170,85969
121171,39608
121172,93560
121173,73626
121174,1954
121175,10311
121176,99529
121177,66498
121178,44905
121179,6088
121180,14008
121181,15804
121182,25740
121183,86226
121184,89148
121185,96401
121186,28069
121187,10334
121188,43587
121189,33673
121190,53906
121191,61702
121192,47642
121193,89254
121194,67211
121195,31366
121196,23870
121197,61405
121198,65858
121199,20668
121200,21622
121201,63173
121202,24546
121203,21975
121204,95056
121205,99955
121206,58348
121207,89543
121208,101692
121209,101692
121210,92966
121211,92661
121212,46270
121213,71698
121214,15267
121215,70196
121216,18987
121217,71698
121218,42296
121219,19014
121220,85773
121221,92227
121222,6971
121223,39899
121224,89413
121225,64195
121226,7352
121227,49455
121228,7352
121229,46566
121230,7352
121231,48334
121232,7352
121233,4370
121234,7352
121235,55166
121236,68422
121237,92897
121238,36370
121239,31384
121240,43769
121241,10827
121242,75657
121243,22842
121244,13778
121245,35004
121246,89470
121247,59478
121248,92246
121249,91067
121250,81657
121251,32462
121252,81432
121253,91329
121254,81432
121255,81432
121256,45218
121257,81432
121258,60990
121259,81432
121260,54294
121261,47648
121262,68530
121263,30689
121264,63773
121265,38224
121266,15575
121267,22369
121268,55689
121269,83947
121270,80860
121271,47939
121272,16030
121273,40750
121274,85447
121275,55807
121276,59626
121277,59207
121278,20822
121279,39340
121280,5521
121281,75633
121282,93917
121283,10181
121284,41815
121285,56471
121286,42295
121287,85781
121288,49466
121289,3141
121290,84599
121291,68215
121292,68891
121293,25582
121294,10577
121295,59750
121296,60503
121297,68921
121298,1591
121299,1387
121300,60588
121301,98338
121302,15961
121303,5256
121304,43417
121305,51913
121306,7263
121307,33853
121308,19250
121309,49601
121310,101024
121311,98501
121312,49756
121313,5279
121314,41482
121315,33645
121316,60034
121317,10962
121318,73468
121319,91941
121320,61084
121321,80784
121322,32752
121323,12382
121324,7689
121325,44189
121326,27508
121327,64920
121328,100242
121329,37384
121330,100242
121331,21622
121332,95205
121333,66781
121334,71691
121335,27045
121336,95259
121337,36167
121338,38767
121339,7689
121340,65054
121341,40860
121342,47574
121343,37420
121344,52262
121345,93655
121346,36132
121347,91250
121348,69152
121349,73344
121350,87470
121351,91393
121352,26852
121353,83589
121354,42123
121355,84456
121356,84231
121357,21815
121358,82884
121359,5488
121360,83781
121361,62397
121362,57698
121363,99505
121364,42876
121365,59502
121366,50244
121367,58630
121368,4485
121369,91741
121370,57157
121371,77902
121372,68675
121373,91407
121374,50045
121375,77902
121376,9923
121377,82894
121378,91158
121379,14589
121380,33218
121381,91305
121382,27351
121383,13815
121384,98431
121385,85570
121386,98431
121387,717
121388,92966
121389,79968
121390,61736
121391,40190
121392,15065
121393,89546
121394,13197
121395,97065
121396,13274
121397,13139
121398,58362
121399,20354
121400,48299
121401,83563
121402,67464
121403,68990
121404,7735
121405,67434
121406,98820
121407,70418
121408,37864
121409,51508
121410,32950
121411,91482
121412,26139
121413,10600
121414,52633
121415,52633
121416,27171
121417,9440
121418,8851
121419,1358
121420,47590
121421,12387
121422,75382
121423,25812
121424,46416
121425,2046
121426,91195
121427,33145
121428,97554
121429,76700
121430,44335
121431,85701
121432,30992
121433,53897
121434,4839
121435,33843
121436,71231
121437,38038
121438,25150
121439,37894
121440,20769
121441,37937
121442,17451
121443,47590
121444,100186
121445,56780
121446,94886
121447,68591
121448,3782
121449,18322
121450,8506
121451,93663
121452,51841
121453,56111
121454,61626
121455,16135
121456,54497
121457,79968
121458,67337
121459,88072
121460,66234
121461,96935
121462,89231
121463,58664
121464,52346
121465,73534
121466,13725
121467,70013
121468,21844
121469,91548
121470,68196
121471,77916
121472,63773
121473,55824
121474,63277
121475,49555
121476,20241
121477,63773
121478,796
121479,31050
121480,81905
121481,74857
121482,60536
121483,52201
121484,59809
121485,8040
121486,64609
121487,8851
121488,94936
121489,93356
121490,78338
121491,54346
121492,65617
121493,7777
121494,10578
121495,24142
121496,87663
121497,8177
121498,89543
121499,89543
121500,13429
121501,13429
121502,15065
121503,82194
121504,51786
121505,53947
121506,54919
121507,89604
121508,478
121509,89604
121510,79889
121511,17771
121512,50911
121513,47172
121514,100768
121515,22448
121516,85814
121517,16650
121518,5815
121519,50770
121520,16306
121521,13429
121522,26086
121523,80983
121524,73734
121525,46234
121526,38362
121527,59153
121528,49848
121529,4359
121530,8851
121531,64480
121532,20818
121533,64217
121534,68080
121535,46818
121536,9338
121537,79373
121538,22364
121539,54220
121540,8947
121541,3737
121542,94151
121543,99673
121544,19925
121545,60910
121546,30560
121547,26654
121548,54090
121549,71784
121550,2578
121551,4360
121552,48573
121553,8980
121554,3056
121555,91038
121556,4587
121557,21664
121558,56471
121559,16856
121560,23189
121561,62778
121562,66690
121563,92684
121564,8851
121565,44577
121566,520
121567,4113
121568,96178
121569,91249
121570,78753
121571,54504
121572,3412
121573,18849
121574,76933
121575,85294
121576,90348
121577,80565
121578,97585
121579,70775
121580,10297
121581,47592
121582,6442
121583,77685
121584,13429
121585,21460
121586,76919
121587,50725
121588,52929
121589,96706
121590,70483
121591,98402
121592,51841
121593,99043
121594,8152
121595,81593
121596,25782
121597,4566
121598,64480
121599,52037
121600,8977
121601,97909
121602,60276
121603,53469
121604,51814
121605,10944
121606,75258
121607,4566
121608,76387
121609,28154
121610,79355
121611,39768
121612,83280
121613,21747
121614,2644
121615,22661
121616,8989
121617,69400
121618,8851
121619,90842
121620,32199
121621,6940
121622,61597
121623,27286
121624,74062
121625,90356
121626,79560
121627,4501
121628,58595
121629,35057
121630,30980
121631,79109
121632,59091
121633,52663
121634,47117
121635,24394
121636,82614
121637,51635
121638,94060
121639,24195
121640,49160
121641,59858
121642,37189
121643,57643
121644,18537
121645,29533
121646,75904
121647,52325
121648,46593
121649,4519
121650,23254
121651,66623
121652,51329
121653,77811
121654,76721
121655,13439
121656,13323
121657,75220
121658,6829
121659,9087
121660,35840
121661,94559
121662,51669
121663,40003
121664,51669
121665,80949
121666,95949
121667,10505
121668,13433
121669,63290
121670,13274
121671,38843
121672,36018
121673,13274
121674,94559
121675,59739
121676,91959
121677,83194
121678,68299
121679,18810
121680,88458
121681,9452
121682,32627
121683,24339
121684,18655
121685,84387
121686,21055
121687,199
121688,84512
121689,35712
121690,20418
121691,74108
121692,64217
121693,71487
121694,56042
121695,41519
121696,75043
121697,69175
121698,3432
121699,51745
121700,44697
121701,69402
121702,49821
121703,34093
121704,74704
